"Locus_ID","LOC","ID.x","CHROM","chain","sig_SNP","sig_SNP_POS","sig_SNP_name","peak_start","peak_end","snps_in_chain","dist.focal.snp","source","feature","start","end","score","strand","frame","descriptor","func","Transcript_ID","Description","RAP.DB.Gene.Symbol.Synonym.s.","RAP.DB.Gene.Name.Synonym.s.","CGSNL.Gene.Symbol","CGSNL.Gene.Name","Oryzabase.Gene.Symbol.Synonym.s.","Oryzabase.Gene.Name.Synonym.s.","GO","InterPro","Transcript.evidence","ORF.evidence","Curation.Date","Literature.PMID","Oryzabase.Trait.Gene.ID","Subcellular.location","Comment","B5toI1","Trait_Oncology"
"Os01g0668600","LOC_Os01g47820","OsR498G0160874200.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28387238,28389631,".","-",".","ID=OsR498G0160874200.01;Name=OsR498G0160874200.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0668600-00","S-Domain receptor like kinase-12, Response to B. glumae in resistant rice genotype CL 161","SDRLK-12","S-Domain receptor like kinase-12","SDRLK12","S-DOMAIN RECEPTOR LIKE KINASE 12","SDRLK-12, OsSDRLK-12, OsSDRLK12","S-Domain receptor like kinase-12","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK365081 (DDBJ)","NP_001043817.2 (RefSeq)","March 29, 2021","33777532","24771","","","Exon-intron structures and exon sequences are different between Build 5 and IRGSP-1.0.","bacterial disease resistance (TO:0000315)"
"Os01g0668901","LOC_Os01g47840","OsR498G0101726400.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28397336,28403240,".","-",".","ID=OsR498G0101726400.01;Name=OsR498G0101726400.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0668901-00","S-Domain receptor like kinase-2, Response to submergence, Response to bacterial and fungal infection","SDRLK-2","S-Domain receptor like kinase-2","SDRLK2","S-DOMAIN RECEPTOR LIKE KINASE 2","SDRLK-2, OsSDRLK-2, OsSDRLK2","S-Domain receptor like kinase-2","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), EGF-like domain (IPR000742), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK365081 (DDBJ)","Q5QLR7 (UniProt)","March 29, 2021","33777532","24762","","","","bacterial disease resistance (TO:0000315) | fungal disease resistance (TO:0000439) | submergence tolerance (TO:0000524)"
"Os01g0668901","LOC_Os01g47840","OsR498G0101726500.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28399756,28401242,".","+",".","ID=OsR498G0101726500.01;Name=OsR498G0101726500.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0668901-00","S-Domain receptor like kinase-2, Response to submergence, Response to bacterial and fungal infection","SDRLK-2","S-Domain receptor like kinase-2","SDRLK2","S-DOMAIN RECEPTOR LIKE KINASE 2","SDRLK-2, OsSDRLK-2, OsSDRLK2","S-Domain receptor like kinase-2","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), EGF-like domain (IPR000742), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK365081 (DDBJ)","Q5QLR7 (UniProt)","March 29, 2021","33777532","24762","","","","bacterial disease resistance (TO:0000315) | fungal disease resistance (TO:0000439) | submergence tolerance (TO:0000524)"
"Os01g0669100","LOC_Os01g47900","OsR498G0101727800.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28418258,28421061,".","-",".","ID=OsR498G0101727800.01;Name=OsR498G0101727800.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0669100-01","S-domain receptor-like kinase-LSK1, OsPR1b-interacting factor, Resistance protein, Response to the exogenous application of growth hormones and abiotic stresses, Response to chilling and submergence, Response to drought in tolerant rice genotypes, Response to Xanthomonas oryzae pv. Oryzae, Grain yield, Disease resistance","SDRLK-LSK1, OsLSK1, LSK1","S-domain receptor-like kinase-LSK1, Large spike S-domain receptor like Kinase 1","LSK1","LARGE SPIKE S-DOMAIN RECEPTOR LIKE KINASE 1","OsLSK1, SDRLK-LSK1, OsSDRLK-LSK1","Large spike S-domain receptor like Kinase 1, S-domain receptor-like kinase-LSK1","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK111612","Q8W054","March 29, 2021","33777532, 26428067, 25867332","19549","","","","grain yield (TO:0000396) | grain number (TO:0002759) | osmotic response sensitivity (TO:0000095) | submergence tolerance (TO:0000524) | drought tolerance (TO:0000276) | cold tolerance (TO:0000303) | bacterial blight disease resistance (TO:0000175) | salt tolerance (TO:0006001) | plant height (TO:0000207) | primary branch number (TO:0000547)"
"Os01g0669100","LOC_Os01g47900","OsR498G0101727800.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28418258,28421061,".","-",".","ID=OsR498G0101727800.01;Name=OsR498G0101727800.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0669100-02","Similar to Resistance protein candidate (Fragment).","","","LSK1","LARGE SPIKE S-DOMAIN RECEPTOR LIKE KINASE 1","OsLSK1, SDRLK-LSK1, OsSDRLK-LSK1","Large spike S-domain receptor like Kinase 1, S-domain receptor-like kinase-LSK1","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK111622 (DDBJ, Best hit)","B8A782 (UniProt)","","","19549","","","","grain yield (TO:0000396) | grain number (TO:0002759) | osmotic response sensitivity (TO:0000095) | submergence tolerance (TO:0000524) | drought tolerance (TO:0000276) | cold tolerance (TO:0000303) | bacterial blight disease resistance (TO:0000175) | salt tolerance (TO:0006001) | plant height (TO:0000207) | primary branch number (TO:0000547)"
"Os01g0670100","LOC_Os01g48000","OsR498G0101730000.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28445546,28448346,".","-",".","ID=OsR498G0101730000.01;Name=OsR498G0101730000.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0670100-01","S-Domain receptor like kinase-13, Response to drought in tolerant genotypes, Response to submergence, Response to Xanthomonas oryzae pv. oryzae and R. solani infection in susceptible genotypes","SDRLK-13","S-Domain receptor like kinase-13","SDRLK13","S-DOMAIN RECEPTOR LIKE KINASE 13","SDRLK-13, OsSDRLK-13, OsSDRLK13","S-Domain receptor like kinase-13","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), EGF-like domain (IPR000742), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","AK101461 (DDBJ, Best hit)","A2WTM1 (UniProt)","March 29, 2021","33777532","24772","","","","sheath blight disease resistance (TO:0000255) | submergence tolerance (TO:0000524) | drought tolerance (TO:0000276) | bacterial blight disease resistance (TO:0000175)"
"Os01g0670200","LOC_Os01g48010","OsR498G0101730500.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28454342,28457792,".","+",".","ID=OsR498G0101730500.01;Name=OsR498G0101730500.01;","expressed protein","Os01t0670200-01","Non-protein coding transcript.","","","","","","","","","AK101638 (DDBJ, Best hit)","NONE","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os01g0670300","LOC_Os01g48020","OsR498G0160877200.01",1,3,0.00493361730814691,28362657,"Os13853",28262657,28462657,2,691324,"IGDBv2","gene",28455669,28458005,".","-",".","ID=OsR498G0160877200.01;Name=OsR498G0160877200.01;","S-locus-like receptor protein kinase, putative, expressed","Os01t0670300-00","S-Domain kinase-4","SDK4","S-Domain kinase-4","RLCK43","RECEPTOR-LIKE CYTOPLASMIC KINASE 43","OsRLCK43, SDK4, OsSDK4","Receptor-like Cytoplasmic Kinase 43, S-Domain kinase-4","Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674)","Protein kinase domain (IPR000719), S-locus glycoprotein domain (IPR000858), Bulb-type lectin domain (IPR001480), PAN/Apple domain (IPR003609), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain superfamily (IPR011009), S-receptor-like serine/threonine-protein kinase (IPR024171), Bulb-type lectin domain superfamily (IPR036426)","","","March 29, 2021","33777532","18760","","","",""
"Os08g0390200","LOC_Os08g30080","OsR498G0815994500.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19809908,19813067,".","+",".","ID=OsR498G0815994500.01;Name=OsR498G0815994500.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed","Os08t0390200-01","Similar to Oxidoreductase, 2OG-Fe oxygenase family protein, expressed.","","","2ODD28","2-OXOGLUTARATE-DEPENDENT DIOXYGENASE 28","2-ODD28, Os2-ODD28, Os2ODD28","2-oxoglutarate-dependent dioxygenase 28","","Oxoglutarate/iron-dependent dioxygenase (IPR005123), Non-haem dioxygenase N-terminal domain (IPR026992), Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","AK068286 (DDBJ, Best hit)","Q10A95 (UniProt)","","","22629","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0390200","LOC_Os08g30080","OsR498G0815994400.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19809614,19811092,".","-",".","ID=OsR498G0815994400.01;Name=OsR498G0815994400.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed","Os08t0390200-01","Similar to Oxidoreductase, 2OG-Fe oxygenase family protein, expressed.","","","2ODD28","2-OXOGLUTARATE-DEPENDENT DIOXYGENASE 28","2-ODD28, Os2-ODD28, Os2ODD28","2-oxoglutarate-dependent dioxygenase 28","","Oxoglutarate/iron-dependent dioxygenase (IPR005123), Non-haem dioxygenase N-terminal domain (IPR026992), Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","AK068286 (DDBJ, Best hit)","Q10A95 (UniProt)","","","22629","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0390600","LOC_Os08g30095","OsR498G0815994700.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19817726,19818245,".","+",".","ID=OsR498G0815994700.01;Name=OsR498G0815994700.01;","expressed protein","Os08t0390600-01","Conserved hypothetical protein.","","","","","","","Biological Process: intracellular copper ion homeostasis (GO:0006878), Molecular Function: copper ion binding (GO:0005507), Molecular Function: zinc ion binding (GO:0008270)","Metallothionein-like protein 3 (IPR044671)","AK289218 (DDBJ, Best hit)","NP_001175556.1 (RefSeq)","","","","","","",NA
"Os08g0390700","LOC_Os08g30100","OsR498G0815995400.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19824146,19825609,".","-",".","ID=OsR498G0815995400.01;Name=OsR498G0815995400.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed","Os08t0390700-01","Similar to 2-oxoglutarate-dependent oxygenase.","","","","","","2, 4-dihydroxy-1, 4-benzoxazin-3-one-glucoside deoxygenase","","Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","AK062714 (DDBJ, Best hit)","Q10A95 (UniProt)","","","25061","","","",NA
"Os08g0391700","LOC_Os08g30150","OsR498G0868383700.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19857832,19858958,".","-",".","ID=OsR498G0868383700.01;Name=OsR498G0868383700.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed","Os08t0391700-00","Similar to Oxidoreductase, 2OG-Fe oxygenase family protein, expressed.","","","","","","","","Oxoglutarate/iron-dependent dioxygenase (IPR005123), Non-haem dioxygenase N-terminal domain (IPR026992), Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","EU962456 (DDBJ)","Q10A95 (UniProt)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0392100","LOC_Os08g30210","OsR498G0815999400.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19884373,19885754,".","-",".","ID=OsR498G0815999400.01;Name=OsR498G0815999400.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed","Os08t0392100-00","2OG-Fe(II) oxygenase domain containing protein.","","","","","","","","Oxoglutarate/iron-dependent dioxygenase (IPR005123), Non-haem dioxygenase N-terminal domain (IPR026992), Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","CT837793 (DDBJ, Best hit)","Q10A95 (UniProt)","","","","","","",NA
"Os08g0392100","LOC_Os08g30210","OsR498G0815998500.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19857534,19859287,".","+",".","ID=OsR498G0815998500.01;Name=OsR498G0815998500.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed","Os08t0392100-00","2OG-Fe(II) oxygenase domain containing protein.","","","","","","","","Oxoglutarate/iron-dependent dioxygenase (IPR005123), Non-haem dioxygenase N-terminal domain (IPR026992), Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","CT837793 (DDBJ, Best hit)","Q10A95 (UniProt)","","","","","","",NA
"Os08g0392300","LOC_Os08g30240","OsR498G0816000200.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19894959,19895429,".","-",".","ID=OsR498G0816000200.01;Name=OsR498G0816000200.01;","1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed","Os08t0392300-00","Similar to Oxidoreductase, 2OG-Fe oxygenase family protein, expressed.","","","","","","","","Isopenicillin N synthase-like superfamily (IPR027443), Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain (IPR044861)","BT069633 (DDBJ)","Q10A95 (UniProt)","","","","","","",NA
"Os08g0393900","LOC_Os08g30370","OsR498G0816007100.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19990389,19990974,".","+",".","ID=OsR498G0816007100.01;Name=OsR498G0816007100.01;","expressed protein","Os08t0393900-01","Hypothetical gene.","","","","","","","","","AK066660 (DDBJ, Best hit)","longestORF","","","","","","",NA
"Os08g0393900","LOC_Os08g30370","OsR498G0816007100.01",8,4,0.000220626610141449,19908809,"Os122271",19808809,20008809,1,NA,"IGDBv2","gene",19990389,19990974,".","+",".","ID=OsR498G0816007100.01;Name=OsR498G0816007100.01;","expressed protein","Os08t0393900-02","Hypothetical protein.","","","","","","","","","AK099011 (DDBJ, Best hit)","longestORF","","","","","","",NA
"Os08g0395300","LOC_Os08g30480","OsR498G0816011100.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20109259,20111239,".","+",".","ID=OsR498G0816011100.01;Name=OsR498G0816011100.01;","clathrin adaptor complex small chain domain containing protein, expressed","Os08t0395300-01","Similar to AP-4 complex subunit sigma-1.","","","","","","","Biological Process: protein transport (GO:0015031)","Longin-like domain superfamily (IPR011012), Adaptor protein complex, sigma subunit (IPR016635), AP complex, mu/sigma subunit (IPR022775)","AK243078 (DDBJ, Best hit)","B4FTQ9 (UniProt)","","","","","","",NA
"Os08g0395800","LOC_Os08g30520","OsR498G0816012500.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20131585,20133608,".","+",".","ID=OsR498G0816012500.01;Name=OsR498G0816012500.01;","plant protein of unknown function domain containing protein, expressed","Os08t0395800-01","Protein of unknown function DUF247, plant family protein.","","","","","","","","Protein of unknown function DUF247, plant (IPR004158)","AK069665 (DDBJ, Best hit)","B9F3Z0 (UniProt)","","","","","","",NA
"Os08g0396500","LOC_Os08g30590","OsR498G0816019200.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20203332,20206381,".","-",".","ID=OsR498G0816019200.01;Name=OsR498G0816019200.01;","C1-like domain containing protein, expressed","Os08t0396500-01","Hypothetical conserved gene.","","","","","","","","DC1 (IPR004146), Zinc finger, ZZ-type superfamily (IPR043145), C1-like domain superfamily (IPR046349)","AK288130 (DDBJ, Best hit)","Q6ZGE7 (UniProt)","","","","","","",NA
"Os08g0396500","LOC_Os08g30590","OsR498G0816019200.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20203332,20206381,".","-",".","ID=OsR498G0816019200.01;Name=OsR498G0816019200.01;","C1-like domain containing protein, expressed","Os08t0396500-01","Hypothetical conserved gene.","","","","","","","","DC1 (IPR004146), Zinc finger, ZZ-type superfamily (IPR043145), C1-like domain superfamily (IPR046349)","AK288130 (DDBJ, Best hit)","Q6ZGE7 (UniProt)","","","","","","",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-02","NB-ARC domain containing protein.","","","","","","","Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)","NB-ARC (IPR002182), P-loop containing nucleoside triphosphate hydrolase (IPR027417), Leucine-rich repeat domain superfamily (IPR032675), Winged helix-like DNA-binding domain superfamily (IPR036388), Apoptotic protease-activating factors, helical domain (IPR042197), Disease resistance protein, plants (IPR044974)","AK099981 (DDBJ, Best hit), AK065899 (DDBJ, Best hit)","Q69VK4 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-04","Hypothetical conserved gene.","","","","","","","","","AK102211 (DDBJ, Best hit)","B9G0R6 (UniProt)","","","","","","",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-05","DC1 domain containing protein.","","","","","","","","Leucine-rich repeat domain superfamily (IPR032675), C1-like domain superfamily (IPR046349)","AK106592 (DDBJ, Best hit)","Q6ZGE1 (UniProt)","","","","","","",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-01","NB-ARC domain containing protein.","","","","","","","Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)","NB-ARC (IPR002182), P-loop containing nucleoside triphosphate hydrolase (IPR027417), Leucine-rich repeat domain superfamily (IPR032675), Winged helix-like DNA-binding domain superfamily (IPR036388), Apoptotic protease-activating factors, helical domain (IPR042197), Disease resistance protein, plants (IPR044974), C1-like domain superfamily (IPR046349)","AK120280 (DDBJ, Best hit)","Q6ZGE1 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-02","NB-ARC domain containing protein.","","","","","","","Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)","NB-ARC (IPR002182), P-loop containing nucleoside triphosphate hydrolase (IPR027417), Leucine-rich repeat domain superfamily (IPR032675), Winged helix-like DNA-binding domain superfamily (IPR036388), Apoptotic protease-activating factors, helical domain (IPR042197), Disease resistance protein, plants (IPR044974)","AK099981 (DDBJ, Best hit), AK065899 (DDBJ, Best hit)","Q69VK4 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-04","Hypothetical conserved gene.","","","","","","","","","AK102211 (DDBJ, Best hit)","B9G0R6 (UniProt)","","","","","","",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-05","DC1 domain containing protein.","","","","","","","","Leucine-rich repeat domain superfamily (IPR032675), C1-like domain superfamily (IPR046349)","AK106592 (DDBJ, Best hit)","Q6ZGE1 (UniProt)","","","","","","",NA
"Os08g0396700","LOC_Os08g30634","OsR498G0816020800.01",8,5,0.000962410620863282,20171937,"Os122520",20071937,20271937,1,263128,"IGDBv2","gene",20228336,20244196,".","-",".","ID=OsR498G0816020800.01;Name=OsR498G0816020800.01;","DC1 domain containing protein, expressed","Os08t0396700-01","NB-ARC domain containing protein.","","","","","","","Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)","NB-ARC (IPR002182), P-loop containing nucleoside triphosphate hydrolase (IPR027417), Leucine-rich repeat domain superfamily (IPR032675), Winged helix-like DNA-binding domain superfamily (IPR036388), Apoptotic protease-activating factors, helical domain (IPR042197), Disease resistance protein, plants (IPR044974), C1-like domain superfamily (IPR046349)","AK120280 (DDBJ, Best hit)","Q6ZGE1 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os08g0397900","LOC_Os08g30730","OsR498G0816026100.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20305496,20309788,".","+",".","ID=OsR498G0816026100.01;Name=OsR498G0816026100.01;","holocarboxylase synthetase, putative, expressed","Os08t0397900-02","Similar to Holocarboxylase synthetase.","","","","","","","","Uncharacterised conserved protein UCP009193 (IPR016549)","AK060114 (DDBJ, Best hit)","B6UF67 (UniProt)","","","","","","",NA
"Os08g0397900","LOC_Os08g30730","OsR498G0816026100.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20305496,20309788,".","+",".","ID=OsR498G0816026100.01;Name=OsR498G0816026100.01;","holocarboxylase synthetase, putative, expressed","Os08t0397900-03","Similar to Holocarboxylase synthetase.","","","","","","","","Uncharacterised conserved protein UCP009193 (IPR016549)","AK098973 (DDBJ, Best hit)","B6UF67 (UniProt)","","","","","","",NA
"Os08g0397900","LOC_Os08g30730","OsR498G0816026100.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20305496,20309788,".","+",".","ID=OsR498G0816026100.01;Name=OsR498G0816026100.01;","holocarboxylase synthetase, putative, expressed","Os08t0397900-01","Uncharacterised conserved protein UCP009193 domain containing protein.","","","","","","","","Uncharacterised conserved protein UCP009193 (IPR016549)","AK109817 (DDBJ, Best hit)","B6UF67 (UniProt)","","","","","","",NA
"Os08g0398000","LOC_Os08g30740","OsR498G0816026400.01",8,6,0.00245668646240497,20300836,"Os122566",20200836,20400836,1,128899,"IGDBv2","gene",20308814,20315017,".","-",".","ID=OsR498G0816026400.01;Name=OsR498G0816026400.01;","ABC transporter, ATP-binding protein, putative, expressed","Os08t0398000-01","ABC transporter-like domain containing protein.","","","ABCA3","ABC TRANSPORTER A FAMILY MEMBER 3","OsABCA3","ABC transporter superfamily ABCA subgroup member 3","Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Molecular Function: ABC-type transporter activity (GO:0140359), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATP hydrolysis activity (GO:0016887)","ABC transporter-like, ATP-binding domain (IPR003439), AAA+ ATPase domain (IPR003593), ABC-2 type transporter, transmembrane domain (IPR013525), ABC transporter-like, conserved site (IPR017871), ABC transporter A (IPR026082), P-loop containing nucleoside triphosphate hydrolase (IPR027417)","AK101910 (DDBJ, Best hit)","NP_190357.2 (RefSeq)","","","11948","","","",NA
