"Locus_ID","LOC","ID.x","CHROM","chain","sig_SNP","sig_SNP_POS","sig_SNP_name","peak_start","peak_end","snps_in_chain","dist.focal.snp","source","feature","start","end","score","strand","frame","descriptor","func","Transcript_ID","Description","RAP.DB.Gene.Symbol.Synonym.s.","RAP.DB.Gene.Name.Synonym.s.","CGSNL.Gene.Symbol","CGSNL.Gene.Name","Oryzabase.Gene.Symbol.Synonym.s.","Oryzabase.Gene.Name.Synonym.s.","GO","InterPro","Transcript.evidence","ORF.evidence","Curation.Date","Literature.PMID","Oryzabase.Trait.Gene.ID","Subcellular.location","Comment","B5toI1","Trait_Oncology"
"Os04g0555800","LOC_Os04g46920","OsR498G0409055000.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27970098,27972705,".","-",".","ID=OsR498G0409055000.01;Name=OsR498G0409055000.01;","zinc knuckle domain containing protein, expressed","Os04t0555800-01","Similar to Actin depolymerizing factor.","","","","","","","","","AK110843 (DDBJ, Best hit)","B9FGI5 (UniProt)","","","","","","",NA
"Os04g0555900","LOC_Os04g46930","OsR498G0409055200.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27973243,27976049,".","-",".","ID=OsR498G0409055200.01;Name=OsR498G0409055200.01;","serine racemase, putative, expressed","Os04t0555900-01","Pyridoxal phosphate-dependent enzyme, beta subunit domain containing protein.","","","","","SerR","serine racemase","","Tryptophan synthase beta chain-like, PALP domain (IPR001926), Tryptophan synthase beta chain-like, PALP domain superfamily (IPR036052)","AK063168 (DDBJ, Best hit)","A5HUN0 (UniProt)","","","14739","","","",NA
"Os04g0556000","LOC_Os04g46940","OsR498G0409055700.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27979301,27984994,".","+",".","ID=OsR498G0409055700.01;Name=OsR498G0409055700.01;","copper-transporting ATPase 3, putative, expressed","Os04t0556000-02","Similar to heavy metal ATPase.","","","HMA5","HEAVY METAL ATPASE 5","OsHMA8, osHMA5, HMA8, OsHMP27, HMP27","heavy metal ATPase 8, heavy metal ATPase 5, heavy metal P-Type ATPase 5, Heavy metal-associated protein 27","Biological Process: monoatomic cation transport (GO:0006812), Cellular Component: membrane (GO:0016020), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATP hydrolysis activity (GO:0016887), Molecular Function: ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: transporter activity (GO:0005215)","P-type ATPase (IPR001757), P-type ATPase, A domain superfamily (IPR008250), P-type ATPase, phosphorylation site (IPR018303), HAD superfamily (IPR023214), P-type ATPase, transmembrane domain superfamily (IPR023298), P-type ATPase, cytoplasmic domain N (IPR023299), P-type ATPase, subfamily IB (IPR027256), HAD-like superfamily (IPR036412), P-type ATPase, haloacid dehalogenase domain (IPR044492)","AK063759 (DDBJ, Best hit)","XP_002303580.1 (RefSeq)","","","13011","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0556000","LOC_Os04g46940","OsR498G0409055700.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27979301,27984994,".","+",".","ID=OsR498G0409055700.01;Name=OsR498G0409055700.01;","copper-transporting ATPase 3, putative, expressed","Os04t0556000-01","Heavy metal P-type ATPase, Xylem loading of copper","HMA5, OsHMA8, OsHMA5, HMA8","HEAVY METAL ATPASE 5, heavy metal ATPase 8, heavy metal ATPase 5, heavy metal P-type ATPase 5","HMA5","HEAVY METAL ATPASE 5","OsHMA8, osHMA5, HMA8, OsHMP27, HMP27","heavy metal ATPase 8, heavy metal ATPase 5, heavy metal P-Type ATPase 5, Heavy metal-associated protein 27","Biological Process: monoatomic cation transport (GO:0006812), Cellular Component: membrane (GO:0016020), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATP hydrolysis activity (GO:0016887), Molecular Function: ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829), Molecular Function: copper ion binding (GO:0005507), Molecular Function: metal ion binding (GO:0046872), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: transporter activity (GO:0005215)","P-type ATPase (IPR001757), Heavy metal-associated domain, HMA (IPR006121), Heavy metal-associated domain, copper ion-binding (IPR006122), P-type ATPase, A domain superfamily (IPR008250), Heavy-metal-associated, conserved site (IPR017969), P-type ATPase, phosphorylation site (IPR018303), HAD superfamily (IPR023214), P-type ATPase, transmembrane domain superfamily (IPR023298), P-type ATPase, cytoplasmic domain N (IPR023299), P-type ATPase, subfamily IB (IPR027256), Heavy metal-associated domain superfamily (IPR036163), HAD-like superfamily (IPR036412), P-type ATPase, haloacid dehalogenase domain (IPR044492)","AK072990","A3AWA4","November 18, 2013","24064929","13011","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0556300","LOC_Os04g46960","OsR498G0409056100.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27988023,27990328,".","+",".","ID=OsR498G0409056100.01;Name=OsR498G0409056100.01;","glutathione peroxidase domain containing protein, expressed","Os04t0556300-02","Similar to Glutathione peroxidase.","","","GPX1","GLUTATHIONE PEROXIDASE 1","OsGpx1, GPX1, OsGPx01, OsGPX1","glutathione peroxidase 1","Biological Process: response to oxidative stress (GO:0006979), Molecular Function: glutathione peroxidase activity (GO:0004602)","Glutathione peroxidase (IPR000889), Glutathione peroxidase conserved site (IPR029760), Thioredoxin-like superfamily (IPR036249)","AK058931 (DDBJ, Best hit)","Q8L8G3 (UniProt)","","","13456","","","",NA
"Os04g0556300","LOC_Os04g46960","OsR498G0409056100.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27988023,27990328,".","+",".","ID=OsR498G0409056100.01;Name=OsR498G0409056100.01;","glutathione peroxidase domain containing protein, expressed","Os04t0556300-01","Glutathione peroxidase, Reponse to salt, cold and drought stress","OsGPX1","glutathione peroxidase 1","GPX1","GLUTATHIONE PEROXIDASE 1","OsGpx1, GPX1, OsGPx01, OsGPX1","glutathione peroxidase 1","Biological Process: response to oxidative stress (GO:0006979), Molecular Function: glutathione peroxidase activity (GO:0004602)","Glutathione peroxidase (IPR000889), Thioredoxin domain (IPR013766), Glutathione peroxidase active site (IPR029759), Glutathione peroxidase conserved site (IPR029760), Thioredoxin-like superfamily (IPR036249)","AK062772","Q8L8G3, Q0JB49","June 15, 2021","15055522","13456","","","",NA
"Os04g0556400","LOC_Os04g46970","OsR498G0409056600.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",27992716,27995177,".","-",".","ID=OsR498G0409056600.01;Name=OsR498G0409056600.01;","glucosyltransferase, putative, expressed","Os04t0556400-01","Similar to UDP-glycosyltransferase UGT93B9.","","","UGT93B","UDP-GLUCOSE-DEPENDENT GLYCOSYLTRANSFERASE 93B","OsUGT93B","UDP-glucose-dependent glycosyltransferase 93B","Molecular Function: UDP-glycosyltransferase activity (GO:0008194)","UDP-glucuronosyl/UDP-glucosyltransferase (IPR002213)","AK101107 (DDBJ, Best hit)","C4MF51 (UniProt)","","","22821","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0556400","LOC_Os04g46970","OsR498G0409058000.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",28000635,28002010,".","-",".","ID=OsR498G0409058000.01;Name=OsR498G0409058000.01;","glucosyltransferase, putative, expressed","Os04t0556400-01","Similar to UDP-glycosyltransferase UGT93B9.","","","UGT93B","UDP-GLUCOSE-DEPENDENT GLYCOSYLTRANSFERASE 93B","OsUGT93B","UDP-glucose-dependent glycosyltransferase 93B","Molecular Function: UDP-glycosyltransferase activity (GO:0008194)","UDP-glucuronosyl/UDP-glucosyltransferase (IPR002213)","AK101107 (DDBJ, Best hit)","C4MF51 (UniProt)","","","22821","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0556500","LOC_Os04g46980","OsR498G0409058200.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",28002140,28003858,".","-",".","ID=OsR498G0409058200.01;Name=OsR498G0409058200.01;","cis-zeatin O-glucosyltransferase, putative, expressed","Os04t0556500-01","cis-Zeatin-O-glucosyltransferase, Catalyze O-glucosylation of cZ and cZ-riboside","CZOGT1, OscZOGT1, cZOGT1","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 1, cis-zeatin O-glucosyltransferase 1, cZ-O-glucosyltransferase 1","CZOGT1","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 1","OscZOGT1, cZOGT1","cis-zeatin O-glucosyltransferase 1, cZ-O-glucosyltransferase 1","Molecular Function: UDP-glycosyltransferase activity (GO:0008194)","UDP-glucuronosyl/UDP-glucosyltransferase (IPR002213), UDP-glycosyltransferase family, conserved site (IPR035595)","AK120794","Q7XU03","August 22, 2014","22811434","20406","","","",NA
"Os04g0556500","LOC_Os04g46980","OsR498G0409058300.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",28002381,28004984,".","+",".","ID=OsR498G0409058300.01;Name=OsR498G0409058300.01;","cis-zeatin O-glucosyltransferase, putative, expressed","Os04t0556500-01","cis-Zeatin-O-glucosyltransferase, Catalyze O-glucosylation of cZ and cZ-riboside","CZOGT1, OscZOGT1, cZOGT1","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 1, cis-zeatin O-glucosyltransferase 1, cZ-O-glucosyltransferase 1","CZOGT1","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 1","OscZOGT1, cZOGT1","cis-zeatin O-glucosyltransferase 1, cZ-O-glucosyltransferase 1","Molecular Function: UDP-glycosyltransferase activity (GO:0008194)","UDP-glucuronosyl/UDP-glucosyltransferase (IPR002213), UDP-glycosyltransferase family, conserved site (IPR035595)","AK120794","Q7XU03","August 22, 2014","22811434","20406","","","",NA
"Os04g0556600","LOC_Os04g46990","OsR498G0409058600.01",4,30,0.00104148505325961,27914898,"Os71066",27814898,28014898,3,348359,"IGDBv2","gene",28006946,28008608,".","-",".","ID=OsR498G0409058600.01;Name=OsR498G0409058600.01;","cis-zeatin O-glucosyltransferase, putative, expressed","Os04t0556600-01","cis-Zeatin-O-glucosyltransferase, Catalyze O-glucosylation of cZ and cZ-riboside","CZOGT2, OscZOGT2, cZOGT2","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 2, cis-zeatin O-glucosyltransferase 2, cZ-O-glucosyltransferase 2","CZOGT2","CIS-ZEATIN O-GLUCOSYLTRANSFERASE 2","OscZOGT2, cZOGT2","cis-zeatin O-glucosyltransferase 2, cZ-O-glucosyltransferase 2","Molecular Function: UDP-glycosyltransferase activity (GO:0008194)","UDP-glucuronosyl/UDP-glucosyltransferase (IPR002213), UDP-glycosyltransferase family, conserved site (IPR035595)","NM_001060062","Q7XU02","August 22, 2014","22811434","20407","","","",NA
"Os04g0557500","LOC_Os04g47059","OsR498G0409061000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28107105,28113002,".","-",".","ID=OsR498G0409061000.01;Name=OsR498G0409061000.01;","TRANSPARENT TESTA 8, putative, expressed","Os04t0557500-01","bHLH transcription factor, Homolog of the maize R/B gene, Regulation of anthocyanin pigmentation","Kala4, OSB2","","PL, B2","PURPLE LEAF","Pl, Pl1, OsbHLH016, Kala4, OsKala4, OSB2, OsB2","Purple leaf, Purple leaf-1, basic helix-loop-helix protein 016, Key gene for black coloration by anthocyanin accumulation on chromosome 4","","Transcription factor MYC/MYB N-terminal (IPR025610)","AB021080","Q948Y2","June 21, 2018","26362607, 11577193","15308, 632","","","",NA
"Os04g0557800","LOC_Os04g47080","OsR498G0409062200.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28122493,28128716,".","-",".","ID=OsR498G0409062200.01;Name=OsR498G0409062200.01;","anthocyanin regulatory Lc protein, putative, expressed","Os04t0557800-00","Similar to R-type basic helix-loop-helix protein.","","","PL, PS","PURPLE LEAF, PURPLE STIGMA","Pl, Pl1, Ra*, bhlh13, OsbHLH013, OsbHLH13, Ra, OSB1, Ra1, OsGL3A, GL3A, OsB2, OsMYC7, MYC7, OsPs, Ps, OsHLH1, HLH1","Purple leaf, Purple leaf-1, Rice R gene (Anthocyanin biosynthesis) : a, basic helix loop helix 13, Rice R gene (Anthocyanin biosynthesis)-a, GLABRA3A, GLABRA 3A, Myelocytomatosis oncogene transcription factor 7, purple stigma","Molecular Function: protein dimerization activity (GO:0046983)","Myc-type, basic helix-loop-helix (bHLH) domain (IPR011598), Transcription factor MYC/MYB N-terminal (IPR025610), Helix-loop-helix DNA-binding domain superfamily (IPR036638)","U39860 (DDBJ, Best hit)","Q948Y3 (UniProt)","","","2063, 632","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0558200","LOC_Os04g47110","OsR498G0409062400.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28147454,28148720,".","-",".","ID=OsR498G0409062400.01;Name=OsR498G0409062400.01;","expressed protein","Os04t0558200-00","Cactin, domain domain containing protein.","","","","","OsSTA130","","Molecular Function: protein binding (GO:0005515)","Splicing factor cactin, central domain (IPR018816), Splicing factor Cactin, C-terminal (IPR019134)","ab initio prediction","Q7XPS1 (UniProt)","","","19419","","","",NA
"Os04g0558400","LOC_Os04g47120","OsR498G0409062500.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28150741,28157235,".","+",".","ID=OsR498G0409062500.01;Name=OsR498G0409062500.01;","acyl-CoA thioesterase 2, putative, expressed","Os04t0558400-01","RmlC-like jelly roll fold domain containing protein.","","","","","","","Biological Process: acyl-CoA metabolic process (GO:0006637), Molecular Function: acyl-CoA hydrolase activity (GO:0047617)","Cyclic nucleotide-binding domain (IPR000595), Acyl-CoA thioesterase (IPR003703), RmlC-like jelly roll fold (IPR014710), Cyclic nucleotide-binding domain superfamily (IPR018490), HotDog domain superfamily (IPR029069), Acyl-CoA thioesterase, double hotdog domain (IPR042171), Acyl-CoA thioesterase-like, N-terminal HotDog domain (IPR049449), Acyl-CoA thioesterase-like, C-terminal domain (IPR049450)","AK102197 (DDBJ, Best hit), AK061440 (DDBJ, Best hit)","E5F4N4 (UniProt)","","","","","","",NA
"Os04g0558400","LOC_Os04g47120","OsR498G0409062500.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28150741,28157235,".","+",".","ID=OsR498G0409062500.01;Name=OsR498G0409062500.01;","acyl-CoA thioesterase 2, putative, expressed","Os04t0558400-02","Similar to acyl-CoA thioesterase family protein.","","","","","","","Biological Process: acyl-CoA metabolic process (GO:0006637), Molecular Function: acyl-CoA hydrolase activity (GO:0047617)","Acyl-CoA thioesterase (IPR003703), HotDog domain superfamily (IPR029069), Acyl-CoA thioesterase, double hotdog domain (IPR042171), Acyl-CoA thioesterase-like, N-terminal HotDog domain (IPR049449), Acyl-CoA thioesterase-like, C-terminal domain (IPR049450)","AK061940 (DDBJ, Best hit)","E5F4N4 (UniProt)","","","","","","",NA
"Os04g0558500","LOC_Os04g47130","OsR498G0409062800.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28157533,28159074,".","-",".","ID=OsR498G0409062800.01;Name=OsR498G0409062800.01;","expressed protein","Os04t0558500-01","Hypothetical conserved gene.","","","","","","","","","AK240843 (DDBJ, Best hit)","B8ASW7 (UniProt)","","","","","","",NA
"Os04g0558700","LOC_Os04g47140","OsR498G0409063000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28161433,28162517,".","-",".","ID=OsR498G0409063000.01;Name=OsR498G0409063000.01;","expressed protein","Os04t0558700-01","Conserved hypothetical protein.","","","","","","","","","AK110633 (DDBJ, Best hit)","B8ASW8 (UniProt)","","","","","","",NA
"Os04g0558900","LOC_Os04g47150","OsR498G0409063100.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28163865,28166721,".","+",".","ID=OsR498G0409063100.01;Name=OsR498G0409063100.01;","OsSub43 - Putative Subtilisin homologue, expressed","Os04t0558900-01","Peptidase S8, subtilisin-related domain containing protein.","","","SUB43","SUBTILISIN 43","OsSub43","Subtilisin 43","Biological Process: proteolysis (GO:0006508), Molecular Function: serine-type endopeptidase activity (GO:0004252), Molecular Function: serine-type peptidase activity (GO:0008236)","Peptidase S8/S53 domain (IPR000209), PA domain (IPR003137), Peptidase S8 propeptide/proteinase inhibitor I9 (IPR010259), Peptidase S8, subtilisin-related (IPR015500), Peptidase S8, subtilisin, Asp-active site (IPR023827), Peptidase S8, subtilisin, Ser-active site (IPR023828), Cucumisin-like catalytic domain (IPR034197), Peptidase S8/S53 domain superfamily (IPR036852), Peptidase S8 propeptide/proteinase inhibitor I9 superfamily (IPR037045), Subtilisin-like protease, fibronectin type-III domain (IPR041469), Subtilisin-like protease (IPR045051)","AK100861 (DDBJ, Best hit)","Q01H99 (UniProt)","","","20128","","","",NA
"Os04g0559000","LOC_Os04g47160","OsR498G0409063400.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28168311,28170605,".","-",".","ID=OsR498G0409063400.01;Name=OsR498G0409063400.01;","OsSub44 - Putative Subtilisin homologue, expressed","Os04t0559000-00","Proteinase inhibitor, propeptide domain containing protein.","","","SUB44","SUBTILISIN 44","OsSub44","Subtilisin 44","Biological Process: proteolysis (GO:0006508), Molecular Function: serine-type endopeptidase activity (GO:0004252), Molecular Function: serine-type peptidase activity (GO:0008236)","Peptidase S8/S53 domain (IPR000209), PA domain (IPR003137), Peptidase S8 propeptide/proteinase inhibitor I9 (IPR010259), Peptidase S8, subtilisin-related (IPR015500), Peptidase S8, subtilisin, Asp-active site (IPR023827), Cucumisin-like catalytic domain (IPR034197), Peptidase S8/S53 domain superfamily (IPR036852), Peptidase S8 propeptide/proteinase inhibitor I9 superfamily (IPR037045), Subtilisin-like protease, fibronectin type-III domain (IPR041469), Subtilisin-like protease (IPR045051), PA domain superfamily (IPR046450)","ab initio prediction","A9QY38 (UniProt)","","","20129","","","",NA
"Os04g0559100","LOC_Os04g47170","OsR498G0409063900.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28180248,28182699,".","+",".","ID=OsR498G0409063900.01;Name=OsR498G0409063900.01;","ATROPGEF7%2FROPGEF7, putative, expressed","Os04t0559100-00","Similar to Pollen-specific kinase partner protein.","","","ROPGEF9","ROP-SPECIFIC GUANINE NUCLEOTIDE EXCHANGE FACTOR 9","Os RopGEF9, OsRopGEF9, RopGEF9, OsGEF24, GEF24","GEF for ROP 9, guanine nucleotide exchange factor for Rop 9, Rop-specific GEF9, Rop-specific guanine nucleotide exchange factor 9, Guanine nucleotide exchange factor 24","Molecular Function: guanyl-nucleotide exchange factor activity (GO:0005085)","PRONE domain (IPR005512), Rop guanine nucleotide exchange factor (IPR038937)","CT836485 (DDBJ, Best hit)","B4F9P8 (UniProt)","","","11451","","","",NA
"Os04g0559200","LOC_Os04g47180","OsR498G0409064200.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28182657,28188590,".","-",".","ID=OsR498G0409064200.01;Name=OsR498G0409064200.01;","expressed protein","Os04t0559200-02","Hypothetical conserved gene.","","","","","","","","Domain of unknown function DUF3741 (IPR022212)","AK065763 (DDBJ, Best hit)","Q7XPR6 (UniProt)","","","","","","",NA
"Os04g0559200","LOC_Os04g47180","OsR498G0409064200.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28182657,28188590,".","-",".","ID=OsR498G0409064200.01;Name=OsR498G0409064200.01;","expressed protein","Os04t0559200-01","Protein of unknown function DUF3741 domain containing protein.","","","","","","","","Domain of unknown function DUF3741 (IPR022212), Domain of unknown function DUF4378 (IPR025486)","AK066088 (DDBJ, Best hit)","Q7XPR6 (UniProt)","","","","","","",NA
"Os04g0559200","LOC_Os04g47180","OsR498G0409064200.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28182657,28188590,".","-",".","ID=OsR498G0409064200.01;Name=OsR498G0409064200.01;","expressed protein","Os04t0559200-03","Hypothetical conserved gene.","","","","","","","","Domain of unknown function DUF4378 (IPR025486)","AK062156 (DDBJ, Best hit)","Q7XPR6 (UniProt)","","","","","","",NA
"Os04g0559400","LOC_Os04g47190","OsR498G0409065000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28193070,28197119,".","-",".","ID=OsR498G0409065000.01;Name=OsR498G0409065000.01;","aminotransferase domain containing protein, putative, expressed","Os04t0559400-01","Similar to Branched-chain-amino-acid aminotransferase 5, chloroplast precursor (EC 2.6.1.42) (Atbcat-5).","","","BCAT3","BRANCHED-CHAIN AMINOTRANSFERASE 3","OsBCAT3","branched-chain aminotransferase3","Biological Process: branched-chain amino acid metabolic process (GO:0009081), Molecular Function: branched-chain-amino-acid transaminase activity (GO:0004084), Molecular Function: catalytic activity (GO:0003824)","Aminotransferase class IV (IPR001544), Branched-chain amino acid aminotransferase II (IPR005786), Aminotransferase, class IV, conserved site (IPR018300), Branched-chain aminotransferase (IPR033939), Aminotransferase-like, PLP-dependent enzymes (IPR036038), Branched-chain-amino-acid aminotransferase-like, N-terminal (IPR043131), Branched-chain-amino-acid aminotransferase-like, C-terminal (IPR043132)","AK106376 (DDBJ, Best hit)","B9FBX6 (UniProt)","","","24225","","","",NA
"Os04g0559400","LOC_Os04g47190","OsR498G0409065000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28193070,28197119,".","-",".","ID=OsR498G0409065000.01;Name=OsR498G0409065000.01;","aminotransferase domain containing protein, putative, expressed","Os04t0559400-02","Similar to Branched-chain-amino-acid aminotransferase.","","","BCAT3","BRANCHED-CHAIN AMINOTRANSFERASE 3","OsBCAT3","branched-chain aminotransferase3","Biological Process: branched-chain amino acid metabolic process (GO:0009081), Molecular Function: branched-chain-amino-acid transaminase activity (GO:0004084), Molecular Function: catalytic activity (GO:0003824)","Aminotransferase class IV (IPR001544), Branched-chain amino acid aminotransferase II (IPR005786), Aminotransferase-like, PLP-dependent enzymes (IPR036038), Branched-chain-amino-acid aminotransferase-like, C-terminal (IPR043132)","AK062472 (DDBJ, Best hit)","B9FBX6 (UniProt)","","","24225","","","",NA
"Os04g0559700","LOC_Os04g47220","OsR498G0409066100.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28206078,28208093,".","+",".","ID=OsR498G0409066100.01;Name=OsR498G0409066100.01;","aquaporin protein, putative, expressed","Os04t0559700-01","Aquaporin, Plasma membrane intrinsic protein, CO<sub>2</sub> diffusion-associated photosynthesis, Phloem sucrose transport","OsPIP1;2","Plasma membrane intrinsic protein 1;2","PIP1;2","PLASMA MEMBRANE INTRINSIC PROTEIN 1;2","OsPIP1;2, PIP1-2, OsPIP1-2","Probable aquaporin PIP1-2, Plasma membrane intrinsic protein 1-2","Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Molecular Function: channel activity (GO:0015267)","Major intrinsic protein (IPR000425), Major intrinsic protein, conserved site (IPR022357), Aquaporin-like (IPR023271), Aquaporin transporter (IPR034294)","AK065188, AK098849, AK104736","Q7XSQ9","December 13, 2018","30535321","8510","plasma membrane (GO:0005886)","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0559800","LOC_Os04g47240","OsR498G0409066400.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28208185,28216661,".","-",".","ID=OsR498G0409066400.01;Name=OsR498G0409066400.01;","STE_MEKK_ste11_MAP3K.17 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed","Os04t0559800-01","Mitogen-activated protein kinase (MAPK) kinase kinase 10, Control of grain size and weight","SMG2, OsMKKK10, MKKK10, SMG2/OsMKKK10","small grain 2, MAPK kinase kinase 10","SMG2","SMALL GRAIN 2","YDA1, OsMKKK10, MKKK10, SMG2/OsMKKK10, OsSMG2, OsMAPKKK10, MAPKKK10","YODA 1, OsYODA-2, YODA-2, MAPK kinase kinase 10, small grain 2","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: ATP binding (GO:0005524), Molecular Function: protein kinase activity (GO:0004672)","Protein kinase domain (IPR000719), Protein kinase-like domain superfamily (IPR011009), Protein kinase, ATP binding site (IPR017441)","AK065413","Q7XUR1","June 15, 2020","29702261","13343","","","",NA
"Os04g0560100","LOC_Os04g47250","OsR498G0409067000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28220465,28222783,".","-",".","ID=OsR498G0409067000.01;Name=OsR498G0409067000.01;","cytochrome P450, putative, expressed","Os04t0560100-01","Cytochrome P450 family protein.","","","CYP86A7-1","P-450 86A7-1","CYP86A7-1, OsCYP86A7-1","Cytochrome P450 86A7-1","Molecular Function: heme binding (GO:0020037), Molecular Function: iron ion binding (GO:0005506), Molecular Function: monooxygenase activity (GO:0004497), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705)","Cytochrome P450 (IPR001128), Cytochrome P450, E-class, group I (IPR002401), Cytochrome P450, conserved site (IPR017972), Cytochrome P450 superfamily (IPR036396)","AK106001 (DDBJ, Best hit)","Q9FVM8 (UniProt)","","","18136","","","",NA
"Os04g0560100","LOC_Os04g47250","OsR498G0409067000.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28220465,28222783,".","-",".","ID=OsR498G0409067000.01;Name=OsR498G0409067000.01;","cytochrome P450, putative, expressed","Os04t0560100-02","Conserved hypothetical protein.","","","CYP86A7-1","P-450 86A7-1","CYP86A7-1, OsCYP86A7-1","Cytochrome P450 86A7-1","","","AK071033 (DDBJ, Best hit)","A3A1K1 (UniProt)","","","18136","","","CDS sequences are different between Build 5 and IRGSP-1.0.",NA
"Os04g0560200","LOC_Os04g47260","OsR498G0409067100.01",4,31,0.00280016652754696,28141408,"Os71147",28041408,28241408,7,226510,"IGDBv2","gene",28220912,28226141,".","+",".","ID=OsR498G0409067100.01;Name=OsR498G0409067100.01;","expressed protein","Os04t0560200-01","Thioredoxin domain 2 containing protein.","","","","","","Thioredoxin-like 3-3","","Thioredoxin domain (IPR013766), Thioredoxin-like superfamily (IPR036249), Thioredoxin-like 3-3 (IPR044193)","AK241774 (DDBJ, Best hit)","NP_566982.1 (RefSeq)","","","21970","","","",NA
